date,symbol,close
2020-01-02,AAPL,72.3338623046875
2020-01-03,AAPL,71.63064575195312
2020-01-06,AAPL,72.201416015625
2020-01-07,AAPL,71.86185455322266
2020-01-08,AAPL,73.01785278320312
2020-01-09,AAPL,74.56878662109375
2020-01-10,AAPL,74.73738861083984
2020-01-13,AAPL,76.3340835571289
2020-01-14,AAPL,75.30332946777344
2020-01-15,AAPL,74.9806137084961
2020-01-16,AAPL,75.91985321044922
2020-01-17,AAPL,76.76038360595703
2020-01-21,AAPL,76.24016571044922
2020-01-22,AAPL,76.51231384277344
2020-01-23,AAPL,76.88077545166016
2020-01-24,AAPL,76.6592025756836
2020-01-27,AAPL,74.405029296875
2020-01-28,AAPL,76.5098876953125
2020-01-29,AAPL,78.11141967773438
2020-01-30,AAPL,77.99824523925781
2020-01-31,AAPL,74.53990173339844
2020-02-03,AAPL,74.33518981933594
2020-02-04,AAPL,76.78926849365234
2020-02-05,AAPL,77.41543579101562
2020-02-06,AAPL,78.32096862792969
2020-02-07,AAPL,77.25634765625
2020-02-10,AAPL,77.623291015625
2020-02-11,AAPL,77.15499114990234
2020-02-12,AAPL,78.98723602294922
2020-02-13,AAPL,78.42473602294922
2020-02-14,AAPL,78.4440689086914
2020-02-18,AAPL,77.0077133178711
2020-02-19,AAPL,78.12298583984375
2020-02-20,AAPL,77.321533203125
2020-02-21,AAPL,75.57135772705078
2020-02-24,AAPL,71.98170471191406
2020-02-25,AAPL,69.54352569580078
2020-02-26,AAPL,70.64673614501953
2020-02-27,AAPL,66.02869415283203
2020-02-28,AAPL,65.99003601074219
2020-03-02,AAPL,72.1337890625
2020-03-03,AAPL,69.84285736083984
2020-03-04,AAPL,73.08250427246094
2020-03-05,AAPL,70.71192169189453
2020-03-06,AAPL,69.77283477783203
2020-03-09,AAPL,64.25436401367188
2020-03-10,AAPL,68.88206481933594
2020-03-11,AAPL,66.48977661132812
2020-03-12,AAPL,59.9235954284668
2020-03-13,AAPL,67.1029281616211
2020-03-16,AAPL,58.47034454345703
2020-03-17,AAPL,61.04128646850586
2020-03-18,AAPL,59.54700469970703
2020-03-19,AAPL,59.09075164794922
2020-03-20,AAPL,55.33934020996094
2020-03-23,AAPL,54.163700103759766
2020-03-24,AAPL,59.597694396972656
2020-03-25,AAPL,59.269386291503906
2020-03-26,AAPL,62.3883171081543
2020-03-27,AAPL,59.805301666259766
2020-03-30,AAPL,61.512027740478516
2020-03-31,AAPL,61.386505126953125
2020-04-01,AAPL,58.15652847290039
2020-04-02,AAPL,59.126949310302734
2020-04-03,AAPL,58.2772216796875
2020-04-06,AAPL,63.36117172241211
2020-04-07,AAPL,62.627315521240234
2020-04-08,AAPL,64.230224609375
2020-04-09,AAPL,64.69374084472656
2020-04-13,AAPL,65.96350860595703
2020-04-14,AAPL,69.29487609863281
2020-04-15,AAPL,68.66240692138672
2020-04-16,AAPL,69.20795440673828
2020-04-17,AAPL,68.26891326904297
2020-04-20,AAPL,66.85186004638672
2020-04-21,AAPL,64.78547668457031
2020-04-22,AAPL,66.6514892578125
2020-04-23,AAPL,66.39320373535156
2020-04-24,AAPL,68.30996704101562
2020-04-27,AAPL,68.35823822021484
2020-04-28,AAPL,67.25019073486328
2020-04-29,AAPL,69.45902252197266
2020-04-30,AAPL,70.9243392944336
2020-05-01,AAPL,69.78250885009766
2020-05-04,AAPL,70.76984405517578
2020-05-05,AAPL,71.83202362060547
2020-05-06,AAPL,72.57313537597656
2020-05-07,AAPL,73.32389831542969
2020-05-08,AAPL,75.06913757324219
2020-05-11,AAPL,76.25038146972656
2020-05-12,AAPL,75.37895202636719
2020-05-13,AAPL,74.46881866455078
2020-05-14,AAPL,74.92631530761719
2020-05-15,AAPL,74.48335266113281
2020-05-18,AAPL,76.2382583618164
2020-05-19,AAPL,75.79771423339844
2020-05-20,AAPL,77.27184295654297
2020-05-21,AAPL,76.69575500488281
2020-05-22,AAPL,77.18956756591797
2020-05-26,AAPL,76.66669464111328
2020-05-27,AAPL,77.000732421875
2020-05-28,AAPL,77.03463745117188
2020-05-29,AAPL,76.9595947265625
2020-06-01,AAPL,77.90605163574219
2020-06-02,AAPL,78.2667007446289
2020-06-03,AAPL,78.69757080078125
2020-06-04,AAPL,78.01980590820312
2020-06-05,AAPL,80.24188232421875
2020-06-08,AAPL,80.71630096435547
2020-06-09,AAPL,83.26519012451172
2020-06-10,AAPL,85.40738677978516
2020-06-11,AAPL,81.30693817138672
2020-06-12,AAPL,82.0088882446289
2020-06-15,AAPL,83.02310943603516
2020-06-16,AAPL,85.22343444824219
2020-06-17,AAPL,85.10481262207031
2020-06-18,AAPL,85.13871765136719
2020-06-19,AAPL,84.65216827392578
2020-06-22,AAPL,86.86698913574219
2020-06-23,AAPL,88.72111511230469
2020-06-24,AAPL,87.1550521850586
2020-06-25,AAPL,88.31204223632812
2020-06-26,AAPL,85.59859466552734
2020-06-29,AAPL,87.57136535644531
2020-06-30,AAPL,88.3023681640625
2020-07-01,AAPL,88.13536071777344
2020-07-02,AAPL,88.13536071777344
2020-07-06,AAPL,90.49301147460938
2020-07-07,AAPL,90.21220397949219
2020-07-08,AAPL,92.31326293945312
2020-07-09,AAPL,92.71026611328125
2020-07-10,AAPL,92.8724136352539
2020-07-13,AAPL,92.4439926147461
2020-07-14,AAPL,93.97379302978516
2020-07-15,AAPL,94.62007904052734
2020-07-16,AAPL,93.45579528808594
2020-07-17,AAPL,93.26697540283203
2020-07-20,AAPL,95.23247528076172
2020-07-21,AAPL,93.91810607910156
2020-07-22,AAPL,94.18194580078125
2020-07-23,AAPL,89.89512634277344
2020-07-24,AAPL,89.67243194580078
2020-07-27,AAPL,91.79768371582031
2020-07-28,AAPL,90.28965759277344
2020-07-29,AAPL,92.02037811279297
2020-07-30,AAPL,93.13385009765625
2020-07-31,AAPL,102.88388061523438
2020-08-03,AAPL,105.47632598876953
2020-08-04,AAPL,106.18070983886719
2020-08-05,AAPL,106.5655746459961
2020-08-06,AAPL,110.28357696533203
2020-08-07,AAPL,107.77620697021484
2020-08-10,AAPL,109.34269714355469
2020-08-11,AAPL,106.09087371826172
2020-08-12,AAPL,109.61670684814453
2020-08-13,AAPL,111.55667114257812
2020-08-14,AAPL,111.4572525024414
2020-08-17,AAPL,111.16625213623047
2020-08-18,AAPL,112.09258270263672
2020-08-19,AAPL,112.23323822021484
2020-08-20,AAPL,114.7236328125
2020-08-21,AAPL,120.63561248779297
2020-08-24,AAPL,122.07843780517578
2020-08-25,AAPL,121.07695770263672
2020-08-26,AAPL,122.72349548339844
2020-08-27,AAPL,121.25640869140625
2020-08-28,AAPL,121.05998992919922
2020-08-31,AAPL,125.1654052734375
2020-09-01,AAPL,130.1510467529297
2020-09-02,AAPL,127.45449829101562
2020-09-03,AAPL,117.25042724609375
2020-09-04,AAPL,117.32801818847656
2020-09-08,AAPL,109.43241119384766
2020-09-09,AAPL,113.79730224609375
2020-09-10,AAPL,110.08231353759766
2020-09-11,AAPL,108.63705444335938
2020-09-14,AAPL,111.89614868164062
2020-09-15,AAPL,112.07075500488281
2020-09-16,AAPL,108.76313781738281
2020-09-17,AAPL,107.02687072753906
2020-09-18,AAPL,103.63197326660156
2020-09-21,AAPL,106.77469635009766
2020-09-22,AAPL,108.4527587890625
2020-09-23,AAPL,103.903564453125
2020-09-24,AAPL,104.97053527832031
2020-09-25,AAPL,108.90863037109375
2020-09-28,AAPL,111.50818634033203
2020-09-29,AAPL,110.66429138183594
2020-09-30,AAPL,112.3326416015625
2020-10-01,AAPL,113.2832260131836
2020-10-02,AAPL,109.62642669677734
2020-10-05,AAPL,113.00191497802734
2020-10-06,AAPL,109.76220703125
2020-10-07,AAPL,111.62455749511719
2020-10-08,AAPL,111.51786804199219
2020-10-09,AAPL,113.45781707763672
2020-10-12,AAPL,120.66473388671875
2020-10-13,AAPL,117.46381378173828
2020-10-14,AAPL,117.55111694335938
2020-10-15,AAPL,117.08551025390625
2020-10-16,AAPL,115.4462661743164
2020-10-19,AAPL,112.49756622314453
2020-10-20,AAPL,113.9815902709961
2020-10-21,AAPL,113.3608169555664
2020-10-22,AAPL,112.27445220947266
2020-10-23,AAPL,111.58577728271484
2020-10-26,AAPL,111.59547424316406
2020-10-27,AAPL,113.09894561767578
2020-10-28,AAPL,107.86106872558594
2020-10-29,AAPL,111.85735321044922
2020-10-30,AAPL,105.59134674072266
2020-11-02,AAPL,105.5040283203125
2020-11-03,AAPL,107.1239013671875
2020-11-04,AAPL,111.49847412109375
2020-11-05,AAPL,115.45596313476562
2020-11-06,AAPL,115.32479858398438
2020-11-09,AAPL,113.02200317382812
2020-11-10,AAPL,112.68191528320312
2020-11-11,AAPL,116.10210418701172
2020-11-12,AAPL,115.83002471923828
2020-11-13,AAPL,115.87862396240234
2020-11-16,AAPL,116.88915252685547
2020-11-17,AAPL,116.00494384765625
2020-11-18,AAPL,114.68348693847656
2020-11-19,AAPL,115.27621459960938
2020-11-20,AAPL,114.01306915283203
2020-11-23,AAPL,110.62200927734375
2020-11-24,AAPL,111.90458679199219
2020-11-25,AAPL,112.7402114868164
2020-11-27,AAPL,113.2843246459961
2020-11-30,AAPL,115.6745834350586
2020-12-01,AAPL,119.24053192138672
2020-12-02,AAPL,119.59032440185547
2020-12-03,AAPL,119.45429992675781
2020-12-04,AAPL,118.78384399414062
2020-12-07,AAPL,120.2413330078125
2020-12-08,AAPL,120.85346221923828
2020-12-09,AAPL,118.3271713256836
2020-12-10,AAPL,119.74579620361328
2020-12-11,AAPL,118.9393081665039
2020-12-14,AAPL,118.3271713256836
2020-12-15,AAPL,124.25422668457031
2020-12-16,AAPL,124.18620300292969
2020-12-17,AAPL,125.05097961425781
2020-12-18,AAPL,123.06883239746094
2020-12-21,AAPL,124.59432220458984
2020-12-22,AAPL,128.1407928466797
2020-12-23,AAPL,127.24688720703125
2020-12-24,AAPL,128.228271484375
2020-12-28,AAPL,132.81442260742188
2020-12-29,AAPL,131.04603576660156
2020-12-30,AAPL,129.9286346435547
2020-12-31,AAPL,128.92784118652344
2021-01-04,AAPL,125.74085998535156
2021-01-05,AAPL,127.29551696777344
2021-01-06,AAPL,123.0105209350586
2021-01-07,AAPL,127.2080307006836
2021-01-08,AAPL,128.3059844970703
2021-01-11,AAPL,125.32305145263672
2021-01-12,AAPL,125.14814758300781
2021-01-13,AAPL,127.17886352539062
2021-01-14,AAPL,125.2550277709961
2021-01-15,AAPL,123.53520965576172
2021-01-19,AAPL,124.20564270019531
2021-01-20,AAPL,128.28656005859375
2021-01-21,AAPL,132.9893341064453
2021-01-22,AAPL,135.12698364257812
2021-01-25,AAPL,138.86781311035156
2021-01-26,AAPL,139.1009979248047
2021-01-27,AAPL,138.0321807861328
2021-01-28,AAPL,133.20306396484375
2021-01-29,AAPL,128.21856689453125
2021-02-01,AAPL,130.3367462158203
2021-02-02,AAPL,131.16265869140625
2021-02-03,AAPL,130.14244079589844
2021-02-04,AAPL,133.49456787109375
2021-02-05,AAPL,133.0810089111328
2021-02-08,AAPL,133.22698974609375
2021-02-09,AAPL,132.35116577148438
2021-02-10,AAPL,131.74786376953125
2021-02-11,AAPL,131.49488830566406
2021-02-12,AAPL,131.72842407226562
2021-02-16,AAPL,129.6070556640625
2021-02-17,AAPL,127.32025909423828
2021-02-18,AAPL,126.22068786621094
2021-02-19,AAPL,126.37637329101562
2021-02-22,AAPL,122.6104965209961
2021-02-23,AAPL,122.4742431640625
2021-02-24,AAPL,121.97796630859375
2021-02-25,AAPL,117.73526000976562
2021-02-26,AAPL,117.99799346923828
2021-03-01,AAPL,124.35233306884766
2021-03-02,AAPL,121.754150390625
2021-03-03,AAPL,118.77648162841797
2021-03-04,AAPL,116.89839172363281
2021-03-05,AAPL,118.1536865234375
2021-03-08,AAPL,113.22980499267578
2021-03-09,AAPL,117.83256530761719
2021-03-10,AAPL,116.7524185180664
2021-03-11,AAPL,118.67916107177734
